End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,AK,HI
drying,9,0.0,0.0,0.0,0.732323791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095040713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172635496,0.0,0.0,0.0,0,0
clothes washing,1,0.0,0.0,0.0,0.0,0.0,0.237279817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440748214,0.0,0.106669575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096798822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070949446,0.0,0.0,0.0,0.0,0.0,0.0,0.047554126,0.0,0.0,0.0,0.0,0,0
clothes washing,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220592402,0.0,0.0,0.410126196,0.0,0.0,0.0,0.369281402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250593767,0.142918626,0.0,0.0,0.0,0.0,0.0,0.0,0.218474536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260301267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127711804,0.0,0.0,0,0
clothes washing,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153463322,0.0,0.0,0.0,0.139078266,0.0,0.0,0.0,0.0,0.0,0.0,0.256749386,0.288076084,0.0,0.0,0.0,0.03517862,0.086821653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04063267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,5,0.0,0.0,0.0,0.0,0.0,0.0,0.008542234,0.015408607,0.317552312,0.1558434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091823197,0.0,0.0,0.0,0.0,0.0,0.0,0.165351582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080115448,0.0,0.0,0.0,0.0,0.133393851,0.0,0.0,0.0,0.031969369,0.0,0,0
clothes washing,6,0.257554817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237196967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150050428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355197789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,7,0.0,0.085514094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122748566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111178419,0.0,0.0,0.0,0.0,0.0,0.0,0.680558921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
clothes washing,8,0.0,0.0,0.29227491,0.0,0.238876698,0.0,0.0,0.0,0.0,0.0,0.0,0.073021022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049168336,0.0,0.0,0.0,0.0,0.0,0.089527081,0.12104443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109754158,0.0,0.0,0.0,0.0,0.0,0.026333365,0,0
clothes washing,9,0.0,0.0,0.0,0.733187505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095921614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170890881,0.0,0.0,0.0,0,0
